texte,vrai,prédit,correct
"I am paying on medical bills monthly. The company I was paying sent me to collections because I did not set up a payment plan with them. I was told if I did not pay the full amount within XXXX days they would send to collections. Since I have so many bills piled up, I can only pay a small amount each month. I have not been sent to collection in the past and have/had very good credit. Now my credit score is decreasing because XXXX of the bills I have been regularly paying on that sent me to collections. Thanks to our XXXX insurance plans we are required to carry, I am now swimming in debt. Why do some companies allow partial payments and some do not? Does n't seem fair.",Debt collection,Debt collection,True
"The account was charged off and sold to a Debt Collection Agency. I have since paid the debt in full. My first issue is that the information reported is inaccurate and differs on all XXXX of the credit bureaus records. The second issue is that the account is showing a status of "" late ''. The account is n't late. The account has been paid off. There are n't any pending payments they are awaiting. I 'm not late on payments. This is hurting my credit score. The third issue is that I 'm a NYS resident. In NYS paid charge offs report for XXXX years. According to the credit bureaus the account status will not allow me protection under NYS law due to how the account is being reported to the credit bureaus. The information that is reported is inaccurate and misleading. The information as reported is hurting my credit score and will make it difficult for me to secure services at a competitive interest rate.","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"To Whom It May Concern, I am writing as I am in the process of purchasing a home once more and discovered on my credit report that XXXX XXXX and XXXX show late payments some years back. I did not have late payments, I ask that the credit reporting agencies promptly provide verification or documentation that there is a valid basis for the claim of late payments on my credit report, or remove these late payment notices from my credit report immediately. 

Specifically, my credit report shows late payments from : XXXX XXXX Customer Service XXXX. XXXX  XXXX XXXX XXXX, TX XXXX Late dates : XX/XX/XXXX, XX/XX/XXXX and XX/XX/XXXX and XXXX XXXX XXXX XXXX XXXX XXXX, WI XXXX Late date : XX/XX/XXXX As referenced above, I am challenging the late payment notices and asking them to be removed from my credit report at the earliest possible date. Thank you for your assistance.","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"Let me first say that I spoke with The collection agency, and I was very displeased with the outcome of what was discussed. 
It is truly very unethical to continue to pursue an amount after the information I have and I feel I should have not been Liable for the amount of {$120.00}. 
Collection Company : XXXX WebSite : https : //XXXX  Debt Collector : XXXX XXXX : Pay {$95.00} in 1 month No real details were ever provided to me about how the charges on my credit report ended up becoming a debt collection. ( Very unprofessional in my opinion ) I never received any formal notice about this debt from the bank. 
Without giving my personal information I will explain what I told the collection agency. I became aware of the negative mark against my credit report for the first time on XX/XX/XXXX and I contacted the collection agency XXXX. 
This is my first mark on my credit report. I have a XXXX Fico score. I was told that the debt originated from Synovous. I was told that my Ssn and my name where used to create an account on XXXX, I asked for details of this and was informed of an Address tied to the account, at first the address did not register to me during the first call so I stated it was not associated with me. Also I was told to go ahead and contact the financial institution where the claim originated to see if by chance the amount could be striken and cleared before the collection process began. She is a debt collector working for a collections agency, why would she suggest this false option knowing that once a bank closes an account it is then left up to her agency to obtain a resolution. Again I would like to point out that ( no details of any real information was provided except an address of an XXXX XXXX XXXX  ) located in XXXX county GA, my Ssn and my name. The address was that of a jail in which I was previously XXXX at for a long period of time. I These are important details that I need for my records. This is a claim from 4 Years ago. There needs to be some sort of detailed information report provided to me so I can substantiate this claim for myself. My credit status is very important to me regarding this. 
I proceeded to call the bank. I was told that since the account was closed nothing could be done on their end but that the collection should be nulled by providing the circumstances I told the bank. I asked for information from the bank and nothing was provided. I call XXXX back and got back in touch with representative XXXX to continue the collection. I informed her that the reason I was unable to pay the balance was due to me being XXXX for at least a period of 6 months with no form of assistance. The same year I suffered a very hard loss in my family. My mother XXXX from XXXX one month prior to my incarceration. I informed XXXX that I had no means to pay. I was in Jail, I was young and I did not understand the importance of a negative balance and how it could affect me in the future. These are details I shared with her because I felt that she wanted to help me by avoiding a payment. After I was finished talking She informed me the best she could do was to lower the {$120.00} down to {$95.00} but I was only going to be given one month to provide the money. I felt I could not argue any further and accepted the offer. She gave me her information, Told me that when I had the payment ready I could contact her to settle this. I was only being allowed one month. The conversation ended. 

My complaint : I was over charged for a good or service or I over drafted my account is what happened to my best knowledge. ( No information for me to confirm ) so I really don't know. 
I was in a XXXX XXXX and did not have assitance. I had no means of contacting my bank. No means to inform them of my situation. The very least I expected was to have most if not all of the amount due stricken because circumstance in this situation matters. If I was aware and able the amount would have never been able to reach that high. This is completely my fault I was the one who committed a crime  and XXXX. For your company to seek payment for almost 4 years. This is a shame and in the worst way wrong. The reason I am taking this action is because I feel I have been taken advantage of and treated unfairly by the collection agency. If I had been informed of this and able to reach out to the bank, I would have told them the circumstances and I'm almost certain XXXX  XXXX XXXXXXXX XXXX would have not persued this. 
Thanks",Debt collection,Debt collection,True
the collection account refuse to send validating information on account. the account is not mine it belong to someone else.,Debt collection,"Credit reporting, credit repair services, or other personal consumer reports",False
"Hello, My husband and I had a mortgage through XXXX ( it was in his name ). After he XXXX XXXX   in XX/XX/XXXX, I took over as the executor of the estate. I purchased insurance through XXXX XXXX for the home in XX/XX/XXXX. However, XXXX purchased extra insurance on the home ( forced-placed insurance ) -- at an extremely high rate of {$11000.00} or so per year. They then increased my escrow and my total payment jumped significantly. We tried to resolve the issue with XXXX, but they have since then sold my mortgage to a debt collector, Bayview Loan Servicing LLC ( who currently hold the mortgage ). 

The loan number at Bayview is XXXX. 

The home address is XXXX XXXX XXXX, XXXX XXXX, NJ XXXX Their customer service rep advised that if we could provide proof of insurance for the home for the period ( XX/XX/XXXX onwards ), we would receive a full refund for the forced-placed insurance. I have attached the proof of insurance to this email. The proof of insurance lists the my name + the Estate of XXXX XXXX XXXX ( my husband ). It fulfills all of the requirements they have asked for. This has been extremely difficult with Bayview. They have regularly not known Yet now they are refusing to provide the refund, arguing the insurance was not sufficient. Since its a significant amount of money I've been charged, I have been left with no choice but to file this complaint. 

Sincerely, XXXX XXXX",Mortgage,Mortgage,True
"made a paymt on line. Which was last week, still did not post",Vehicle loan or lease,Bank account or service,False
"XXXX XXXX XXXX XXXX XXXX XXXX, Ga XXXX Contact Number:XXXX ) XXXX My Wells Fargo Account Number : Acct # XXXX XXXX XXXX XXXX Formal Complaint Against : Wells Fargo and XXXX XXXX XXXX XXXX Basis of Complaint : Wells Fargo accused me of not making a payment on a line of credit with them. Advised me to get a tracer on the money order from XXXX XXXX. The tracer results verified that not only did Wells Fargo Recieved and Cash my money order, they credited/applied it ti the wrong account.
Wrong Account # that Wells Fargo Credited:XXXX XXXX XXXX/Wells Fargo Cards XXXX XXXX XXXX XXXX XXXX My name is XXXX XXXX . I purchased and financed windows through the XXXX XXXX XXXX XXXX XXXX. In XX/XX/XXXX, I recieved a phone call from Wells Fargo stating that I was 30 days behind on my payment. I explained that it was impossible for me to be behind because I mailed a payment via money inXX/XX/XXXX ( my money was dated XX/XX/XXXX ) as my usual method of payment. Wells Fargo insisted that they did not recieve a payment and advised me to initiate a tracer of the money with XXXX XXXX. I immediately initiated the tracer process with XXXX XXXX. Meanwhile in the interum of awaithing the tracer results I kept was in touch with XXXX XXXX/ phone # XXXX. I even reached out to her manager XXXX/phone # XXXX ) XXXX, because XXXX XXXX stop returning phone calls completely. Needless, to say he never retuned any of my phone calls. Finally, inXX/XX/XXXX, ( of this Year ), exactly 4 months later, the tracer investigation was completed and indeed it not only came back that Wells Fargo recieved and cashed the money order, they applied/ credited my money of {$120.00} to th to the wrong account. ( They applied the credit to the wrong account on XX/XX/XXXX. via the tracer ) Meanwhile, I was in the process of a Pre-Qualifiacation for a Home Loan, and when they pulled my credit, my credit score dropped from XXXX to XXXX. Wells Farg was repeatedly reporting XX/XX/XXXXas a "" Rolling 30 day Late Payment '' for a through the entire process for a total of over 4 months. Now, I am displaced. I have a rental lease in place to move out of my existing home, and I was going to move into my dream home. Now i 'm havong a hard time trying to even get an apartment home, and I still have to honor my lease agreement on my existing home. I finally walked into my local branch of Wells Fargo because I was not getting anywhere with Wells Fargo over the phone when I addressed the issue of them restoring my credit score and the rolling 30 day late payments on my credit. XXXX XXXX, ( phone # XXXX XXXX ) is the manager of of my local branch. She reached out to their Resolution Team, and made contact with XXXX XXXX. We were assigned Case Number : # XXXX and I was instructed to wait yet another 30 days for them to restore my Credit Score back to it 's original state of XXXX. Please note-In XX/XX/XXXX I switched to XXXX XXXX XXXX from XXXX and they mailed me a Welcome Letter dated XX/XX/XXXX, with a complimentary Credit Score which is bonifide evidence of my Credit Score prior to the Reckless actions of Wells Fargo.
Anything and Everything that you do to help Resolve and Expedite this process, I just want to Thank You in advance.","Credit reporting, credit repair services, or other personal consumer reports",Bank account or service,False
"On XX/XX/XXXX I went onto Capital One online to check my score through there credit wise there were Credit inquiries on my report that I don't recognize because I never authorized any of them or signed anything giving anyone any right to run my credit on the following hard pulls I am being accused of. 

XX/XX/XXXX XXXX through XXXX  XXXX XXXX XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX all on XXXX","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
Someone changed my address toXXXX XXXX XXXX PR without my authorization. That is not my corrrect address.I suspect a fraud with this change. Please take notice of this request as soon as possible. I 'm. very worried about a possible fraud. Thank you.,"Credit reporting, credit repair services, or other personal consumer reports",Bank account or service,False
I recently disputed this debt with AFNI agency but This was a identity theft or used by someone else. I have never done business with this company.,Debt collection,"Credit reporting, credit repair services, or other personal consumer reports",False
"Navient, formerly Sallie Mae has several missteps within my loan process. When signing the loan, I was notified that having a cosigner would significantly reduce interest. Upon signing the loan, the interest rate was reverted back to the pre cosigner percentage. In XX/XX/XXXX we contacted navient to correct this issue and we're notified that wasn't the case and we were locked into the rate we had. Which is variable, not the low fixed rate as discussed. Moving through to repayment, immediately after graduation I was notified forbareance was my only option when. Struggling to make payments. This was XX/XX/XXXX. After the forbareance period, my loan pricipal balance was inflated to double the original loan amount. After 10 years of repayment, my balance is still over the original loan balances. Being more knowledgeable now about the student loan practices of navient I have discovered many options were available to me for both my public and private loans. This means, my current student loans would be either completed or within 5 years of being paid off rather then the 11 I currently have. I have payment the entired Original balance of my loans and not paying the accrued interest due to mispractices and mis represenations of repayment options and interest rates. In XX/XX/XXXX, I contacted navient for copies of my original loan docs as well as signed promissory note, which the request was denied, further complicating and creating duress on my relationship with the company. They have never been helpful or willing to assist in any Information gathering to allow me to understand the interest rate/cosigner discount that was marketed prior to taking the loan.",Student loan,Student loan,True
Multiple credit inquiries on my credit report that I didnt apply for,"Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"My initial concern was that the point of filing for my ssn appeared to be incorrect when I was attempting to initiate a login for medical information, which prevented me from being able to access that information. The questionnaire indicated that it was using information from Experian. Subsequently I logged into the Experian website to attempt to correct the information, however since this was an ssn related issue, the website indicated I should call a toll free number, on doing so, I was provided a long dialog, but no way to communicate with anyone. When reviewing information on the Experian website, I also found that there was an additional ssn associated with my information. I would like to correct this, however it doesn't appear that Experian is even interested in communicating with the people whose lives they are disrupting.","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"XXXX XXXX- 13 year old account still hanging with on, should be eliminated.
Numous letters and disputes XXXX has been paid off for many years I'am a two time XXXX XXXX with a XXXX XXXX and XXXX XXXX and the CEO does n't give a dam about individuals who are XXXX and some of these events occurred during this period of time. I have documented paperwork to provide stating my XXXX and still the CEO will not respond.","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
A joint best buy account in 2009 was closed and charged off. It currently says open and in collections. This debt was settled.,Debt collection,"Credit reporting, credit repair services, or other personal consumer reports",False
"On XX/XX/2018, I, XXXX XXXX called Fair Collections and Outsourcing ( FCO ) in an attempt to have a paid collection removed from the XXXX credit report. Operated stated that Fair Collections does not remove such information, I asked to speak with a supervisor. In speaking with the supervisor, the same statement was repeated, that Fair collections and Outsourcing does not or can not remove or update information. I informed FCO that I would be filing a complaint.","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"I have a mortgage with Ditech Financial. On XXXX XXXX, I had damage to my home, causing an insurance claim. The claim was covered and the insurance started sending me checks right away. My mortgage company insisted on managing the funds and dispensing them as they were needed. I understood that and had no issues with that so I sent the funds to them. They sent me a check for the first {$10000.00} but no one told me it was coming so I was pleasantly surprised. Unfortunately, no one also told me that they were awaiting a series of forms from me ( that they also had not sent ). I called to make sure they had gotten what I had sent over already and asked them if anything else was needed. This was probably about XX/XX/XXXX. They said they were still waiting on some other forms and could n't release any other funds until that was received. I asked them to send me the forms that they needed filled out and I 'd get them finished. I received the forms about a week later and had them finished and sent a few days later. The company received them on XX/XX/XXXX. The company policy states that they take 7-10 business days to process the mail. That means I have to wait until XXXX for them to even read my forms that I sent. The biggest concern is that my contractor is at a total standstill and ca n't perform any more repairs until more funds come in. In addition to that, the insurance stops paying for the hotel tomorrow and I still have no kitchen. I called today and asked if anything could be done and the girl on the phone said that is policy and I have to deal with it. Unfortunately, apologies and policies are not legal tender at the hardware store so I 'm still without a kitchen and Ditech does n't give XXXX about it. I asked to speak with a supervisor and the girl on the phone said no supervisors were available and said I could leave a message to be returned in 72 hours. I told her that was not an option so she transferred me anyway. That 's more just general nonsense, but the main concern is that this company has {$30000.00} that belongs to my contractor and myself that they refuse to dispense because THEY did not advise me that they needed something. Long story short, they failed, I suffer.",Mortgage,Mortgage,True
"Ditech Financial, my mortgage servicer, offered "" assistance '' for people affected by XXXX XXXX. I had called in because I was concerned about cash flow in my small business because, although I was not directly impacted by the storm, I live in the storm area. I was told Ditech was forgoing late fees and all negative reporting to credit bureaus for XXXX days for people in the affected area. I asked them to stop my auto-pay for XXXX. I was told I could just go online and make a payment and re-start Auto-Pay whenever I wanted. 
Just a few days later, I received a collection letter stating that my account was late. I immediately made a payment, still within the usual grace period, and called Ditech. They assured me that they were foregoing negative reporting, but I insisted on having something in writing. They refused. They said they "" could not '' give me anything in writing. I fought up the chain of supervisors and finally got some statement in an email. Shortly thereafter, I got a form letter laying out their storm policy. 
The next month, I went online to make my mortgage payment and re-start Auto-Pay. I was given an error message that said my account was "" ineligible for Auto-Pay. '' Again, I spent quite some time on the phone with customer service and was told they would have to re-set my account for me to be able to enroll in Auto-Pay. Today, about XXXX weeks later, I received a XXXX letter from Ditech laying out the reasons they dis-enroll from Auto-Pay. The problem is n't that I was disenrolled. The problem is that I was told I could re-enroll whenever I wanted and that was simply not true. I had to spend valuable time fighting with them on the phone, never received an adequate answer, and now, finally, today, was able to re-enroll. 

Right before XXXX XXXX, I made some changes to my home insurance policies, which are paid through my mortgage servicer. Shortly after XXXX, I received a refund of flood premium check. I verified with my insurer and deposited the check. Then, I received another refund check, for home-owners. I verified with my insurer that this check was okay and not some error, was advised it was good and deposited it. A couple days later, Ditech stopped payment on their check to my insurer, causing my insurer to stop payment on their check to me. I and my insurer both incurred bank fees due to Ditech 's actions. My fees were {$12.00}, my insurer 's {$30.00}. I have spent hours on the phone trying to get Ditech to credit this {$12.00} to my account. It is a matter of principle! If they found an error they should have handled it a different way - i.e., asking for funds to be deposited to the escrow account. They should not have simply stopped payment on a check and caused all the headaches down the road. 

My overarching concern is that Ditech is going to harm people in my community by their offer of "" help '' on mortgage payments. Getting a collection letter that my account was late was terrifying and stressful - I have NEVER made a late payment in nearly XXXX  years!! I think it is horrendous that people severely affected by the storm may have gotten such letters, too. Ditech rep, XXXX, with customer service 's response when I called in was, "" Sorry you are inconvenienced by having to throw a letter away! '' THIS IS NOT RIGHT! 
I also simply do n't trust them now - are they really foregoing reporting and late fees? Are people going to encounter problems when they do try to pay, problems caused by Ditech, and then be penalized for that? I want someone to check them out and make sure they are not harming people under the guise of "" helping '' them!",Mortgage,Mortgage,True
"I recently saw  the director  on  XXXX   XXXX  and it gave me the motivation to state my experience. Here it goes.     I graduated with a   XXXX   and went into a   XXXX   XXXX   /   XXXX   XXXX   under a paid grant service agreement because I 'm working in   XXXX   XXXX   .I h ave to work for 2 years for every year I went to school ( not sure if this is I had a loan during my  XXXX , but still was in school so it was in forbea rance. Stafford   Loan, OWED    Current Principle :  XXXX  Current Accrued Interest : {$1700.00} Total Balance : {$56000.00} Estimated Interest Accuring Monthly :  XXXX  Estimated Accrued Interest when your forbearance ends :  XXXX  ( Whoa!!!!, I just realized that they are taking advantage of me. ) Finished my   XXXX   XXXX  . in   XXXX   XXXX   and finished my units for my   XXXX   XXXX  , but still need to complete my units. Technically, I have 5 years to complete my thesis under my agreement. I 'm just finishing my second year of   XXXX   as a   XXXX   XXXX   XXXX       In   XX/XX/XXXX , I received a call from GREAT LAKES EDUCATIONAL LOAN SERVICES, INC. They let m e know that I have n't paid my loan for 3 months. I did n't receive a letter in the mail notifying that I owed anything. They said they have been emailing me at an old  XXXX  account. I got no letter, no phone call, I feel, until it was too late. When I did finally talk to them, I let them know what was going on and they approved my request for forbearance until    XX/XX/XXXX .       Meanwhile, I needed to move and get a new car because my car got totaled and ran my credit which is considered very poor, making my quality of life very hard. Plus, I 'm an   XXXX   XXXX   and needs a car to travel to my  XXXX  schools to   provide service to my   XXXX  .     Everything became very overwhelming and un-affordable.     I called Great Lakes after my credit check to ask them to help me fix my  credit score  issue because I needed a car. They told me there was nothing they could do because I did n't make a payment for 3 months. I begged talked to supervisor 's, no compassion. I feel hopeless because I want to move, but I ca n't because no one will accept me without a cosigner or high interest rates. Please help, not sure if this situation qualifies for your services. Thank you for all you do and giving people a voice.",Student loan,Student loan,True
In XX/XX/2012 there was a XXXX card opened under my name which I never authorized. I had been asking XXXX to remove this card from my credit report and close the account as it was not me yet they have refused to do so. The account is still showing under my credit report as a charge-off when I never authorized them to open an account in the first place. I would like this account fixed and removed from my credit as it is causing problems and negative remarks under my credit.,"Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
I have an auto loan from Huntington bank. It is a 6yr loan and I am told it has a penalty for early payoff. I just read on the internet that it is prohibited on anything over 5yrs. Like to know if thats true.,Consumer Loan,Vehicle loan or lease,False
"On XX/XX/XXXX, I ordered a cell phone from XXXX for {$990.00} + tax with my World Mastercard from Chase. 

I received the cell phone a few days later as promised from XXXX. 

Order number XXXX On XX/XX/XXXX, I saw an ad where XXXX lowered the price of the same cell phone by {$150.00}. 

On XX/XX/XXXX, I opened a claim with Chase Benefits asking for Price Protection for this event ( Page 21 of their Guide to Benefits ). The Chase Benefits representative has accepted the claim, confirmed my card had the stated benefits and told me it would be a few days and Chase Benefits would contact me. 

Contact with me was made as promised and they asked for another 5 days. 
This request for more time has repeated itself again, without any explanation of why they need this length of time to verify a straight forward claim. 

I have copies of the orignial price, new price, credit card statements and Guide to Benefits.",Credit card or prepaid card,Credit card or prepaid card,True
"I have contacted TransUnion Credit Bureau more than 20 times via phone and certified mail in regards to unauthorized inquiries listed on my credit report. I have explained that I did NOT authorize certain inquiries and my credit report was pulled WITHOUT my permission. Credit inquiries are not any different from any other information listed on a credit report in regards to accurate reporting.This information must be verified. I did not authorize these inquiries and TransUnion has no proof that I authorized the inquiries therefore the agency should not have those inquiries listed on my report. 

I have also asked TransUnion to complete an investigation in regards to these unauthorized inquiries to determine who authorized the inquiry. However, my request was not granted. I was told inquiries are factual and can not be removed. 

According to the XXXX XXXX XXXX XXXX XXXX XXXX XXXX, consumers have the right to dispute any inaccurate information on their credit report. I have tried to dispute these unauthorized inquiries to have them REMOVED from my credit file. However, TransUnion refuses to remove the inquiries without doing the proper investigation and verification which is a violation of my consumer rights. 

I have also contacted each business directly asking for the remove the unauthorized inquiries. However, my requests were ignored. 

The inquiries that are unauthorized and should be removed are listed below : XXXX. XXXX XXXX XXXX/XXXX/XXXX XXXX XXXX/XXXX/XXXX XXXX. XXXX XXXX XXXX/XXXX/XXXX XXXX. XXXX XXXX  XXXX/XXXX/XXXX XXXX. XXXX XXXX XXXX/XXXX/XXXX XXXX. XXXX XXXX/XXXX/XXXX XXXXXXXX XXXX XXXX/XXXX/XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX XXXX. XXXX XXXX/XXXX/XXXX XXXX above XXXX inquiries ONLY are UNAUTHORIZED.","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"I TOOK OUT A CREDIT CARD WITH DISCOVER IN WHICH THEY STATED THAT THEY WOULD LOWER THE INTEREST RATE AFTER A YEAR AND FRANKLY ARE LYING TO THE CUSTOMERS AND THEN THEY GIVE YOU A SHORT PERIOD OF TIME WITH A LOW INTEREST RATE AND THEN IMMEDIATELY GO STRAIGHT TO THE HIGHEST INTEREST RATE THAT THEY CAN CHARGE.

I RECEIVED A XXXX XXXX CREDIT CARD WHICH THEY ADVERTISED A 0 % INTEREST RATE AND THEN WHAT THEY DO NOT TELL YOU IS THAT YOU CAN NOT TRANSFER FUNDS WITH THAT GOOD INTEREST RATE. AT LEAST THATS WHAT I WAS TOLD TODAY. A WEEK AGO, IT WAS A DIFFERENT STORY.

TRUMP HAS GIVEN THESE CREDIT CARD COMPANIES FULL REIGN AND WE ARE SICK OF THEM ADVERTISING THINGS THAT ARE FRANKLY FALSE ADVERTISING AND LYING TO T HE CONSUMER. THIS NEEDS TO BE INVESTIGATED. THE INTEREST RATE AT DISCOVER IS CLOSE TO {$90.00} PER MONTH AND I PAY WAY MORE EVERY MONTH AND THEY JUST KEEPING RAISING THE INTEREST RATE, WHY, BECAUSE TRUMP SAID THEY COULD AND SO HELP ME GOD COME XX/XX/XXXXTHE REPUBLICANS ARE OUT AND TRUMP WILL BE GONE. I AM DONE WITH THIS FALSE ADVERTISING AND THE ALL CORPORATIONS ARE DOING IT AND WE ARE XXXX XXXX  SICK OF IT. I'M PUTTING THIS INFORMATION OUT ON XXXX   AND XXXX BECAUSE THESE CREDIT CARD COMPANIES ARE OUT OF CONTROL AND NEED TO STOPPED.

I AM SICK OF CORPORATIONS LYING BECAUSE THE PRESIDENT DOES EVERY XXXX DAY. HE DOESN'T KNOW HOW TO TELL THE TRUTH AND ITS DAMAGED THE PEOPLE IN THIS COUNTRY AND HE WILL GO BY IMPEACHMENT OR BY CRIMINAL ACTIONS OF HIS OWN DOING.","Credit reporting, credit repair services, or other personal consumer reports",Credit card or prepaid card,False
"I was trying to deposite some money into the CITI bank account, but account is blocked for some reason and there is a fee charged related to it, which is ok to me. But customer service has a very bad attitude and didn't give good resolution about this. I called twice but the answers to solve this questions are different. And one customer service hang up the phone when I was asking a question.",Checking or savings account,Bank account or service,False
"XX/XX/2018 card was declined i called the company capital one and i was told they suspected fraud because my mailing address was changed .Apparently during the conversion from Cabelas credit being sold to capitol one due to the merger of bass pro shops and Cabelas some XXXX at capitol imput my home address incorrectly a new card was issued to me however they never sent a new card for my husband. he called and was told on two seperate occasions that a new card was on the way The first was regular mail and the second was to be expedited overnight, Neither card was ever sent after repeated calls to capitol one they told me the cards were not sent. my husband was so livid he called and cancelled his card and explained to Capitol one not to cancel my card. well capitol one did just that they still have not resolved the issue and i have not recived a new card, totally disgusted being lied to directly by a financial institution. If I did not have XXXX in accumulated points at Cabelas I would cancel my card but i can't use my points without a card thanks XXXX XXXX XXXX XXXX",Credit card or prepaid card,Credit card or prepaid card,True
"I have been trying to sell my property as a short sale however the investor for my loan which Nationstar services insists can only be sold through a short sale auction. We have now done 3 short sale auctions. If rehabbed the home is worth about {$870000.00}. The home needs about {$150000.00} in major work per contractors who 've submitted offers previously. The 1st auction starting bid was {$860000.00} no bids. The 2nd auction the opening bid was {$610000.00} and the winning bidder won at {$750000.00} however they never inspected the property and once they did they cancelled. There were back up offers at {$610000.00} but per Nationstar the offer was too low for the investor. This most recent auction I thought we had a chance because the bidder was going to live in the home and seemed very interested. Their final bid was {$790000.00} but had not inspected the home. After inspecting it they also cancelled. I accepted an offer from an investor for {$650000.00} but it was denied from Nationstar. No investor will offer more and here 's why. {$650000.00} plus {$150000.00} = {$800000.00} plus {$50000.00} for closing costs and commissions means they 'd spend {$850000.00} to possible make $ XXXX-XXXX. I want to short sale the home and avoid foreclosure. But the process simply wo n't allow it. I know the balance is over $ XXXX but I did n't cause the problem. In XX/XX/2008 I had entered into a modification with XXXX bank and they accidentally foreclosed. When they rescinded the foreclosure they sold the loan to XXXX XXXX XXXX on the same day. XXXX XXXX XXXX would not honor the modification agreement and for years indicated that there was no loan record and therefore could not accept any payments. The loan sold shortly after they finally put together what was my balance and the same problem occurred with the next servicer. It finally transferred to Nationstar and if this loan was serviced by any other lender the short sale would 've already occurred and we could move on. But the conditions set forth by Nationstar and the investor are making the short sale an impossibility. I 'd like to buy a home again in the near future but a foreclosure or deed in lieu are simply poor options. Like I said any other servicer would simply go with the best and highest offer. The existing offer of {$65000.00} is more than generous especially considering the risk is high and the return is limited to non existing. I 'm going to seek legal advice and possible have to file a civil complaint against the investor and Nationstar simply because they are not considering real viable offers for a short sale. I should n't have to sue the bank simply to allow me to shortsale the property. I know that Nationstar will say we are doing what the investor is allowing but that simply means that I am not able to property sell the property due to the auction process and what the expectation from the investor in what will be a realistic price. 
Like I said every single bank and investor out there with the exception of these two are making a simply process impossible. I am the victim of fraud from XXXX and not being able to keep the home was due to errors on their part. By the time Nationstar offered me a modification of $ XXXX monthly payments I accepted and made those payments until I could n't afford that amount. I do n't know many people who can afford a {$4700.00} mortgage. The previous modification with XXXX was only {$3200.00} and even that was difficult but through the years the balance grew and I could n't do anything about it. The timing of this is horrible. I just want to sell the property and move on. Please help me convince them to be realistic about the short sale offers that are viable. Filing a law suit just to eventually mediate a short sale is a horrible way to resolve this.",Mortgage,Mortgage,True
"On correspondence dated XXXX XXXX, XXXX, I wrote to this company asking for Validation documents for account number XXXX. More than 30 days have passed, and this company still has not sent me any validation document. This is a violation of Both FCRA and FDCPA. For the other referenced accounts, I have never received any validation documents as well. Almost two months and nothing has been sent to me to prove the validity of this item. This is my last resort and I am not going to hesitate to get my legal counsel involved.","Credit reporting, credit repair services, or other personal consumer reports",Debt collection,False
"Equifax Hack "" Based on the information provided, we believe that your personal information may have been impacted by this incident. '' ^Same as pretty much everyone who 's complaining today, I imagine. 

Did not enroll in their XXXX XXXX. Pardon me if I do n't trust Equifax to do a competent job of protecting my information.","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
This is not a duplicate account. XXXX XXXX is still not willing to delete this account even after XXXX has taken the account out of dispute status.,"Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"I get some medicals bills who was send to collection without my knowledge. I was with XXXX and always paid my co-pay to each of my visits. I never received any invoices from medicals institutions asking me to make any extra payments of {$200.00}. I want all this medicals bills to be removed and a XXXX balance also I want the collections to be removed. I request that the collections calls to be stop, I am on the Do not Calls List and still received some blocked number or XXXX all the time. Simon 's Agency inc get XXXX accounts with different amounts due report to my credit reports.",Debt collection,"Credit reporting, credit repair services, or other personal consumer reports",False
"keep getting denied assess to the account by my husband, after filling out proper forms and send valid power of attorney. They will not follow their own rules.",Student loan,Bank account or service,False
"I sent all three credit bureaus a certified letter, requesting an investigation/deletion of this hard inquiry from XXXX XXXX XX/XX/18. It has now been well over 90 days and still no response.This hard inquiry have caused great hardship, stress, and has caused my credit score to decrease drastically. The three bureaus have violated the FCRA, laws that protect all consumers. They are suppose to report accurate information and to respond to consumers within a timely manner.","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
